"","Leg Place","Elapsed Time","Team Name","Racer Name","Gender","Category","Div Place"
"84",84,"2:14:19","Ain't No Mountain High Enough","Angie Lancaster / Kara Turner","/","Recreational Women",1
"85",85,"2:14:24","BPD and Andy","bernard vodopich / Marvin Sargent","/","Recreational Open",12
"86",86,"2:14:31","Logos Bible Software","Richard Kiene / Jim Straatman","/","Corporate",9
"87",87,"2:14:37","Evolve","Marc Blake / Chad Calhoun","/","Competitive Open",28
"88",88,"2:14:44","For the Halibut","Mark Johnson / Marc Fairbanks","/","Recreational Open",13
"89",89,"2:14:45","Team Haskell","Evan Haskell / Troy Haskell","/","Whatcom County Open",6
"90",90,"2:14:57","High Expectations","Cannon Mallory / Isaac Day","/","High School",2
"91",91,"2:15:41","Polish Force NorthWest","Grzesiek Kostyra / Tomasz Wilk","/","Competitive Open",29
"92",92,"2:16:00","Peak 7 - Team Spokane","Sara Kimball / Paul Kimball","/","Recreational Open",14
"93",93,"2:16:06","We Used to Be Good","Mark Lazich / JR VanSlyke","/","Recreational Open",15
"94",94,"2:16:07","Hamster Huey and the Gooey Kablooie","Daniel Visser / Stephen Haynes","/","Recreational Open",16
"95",95,"2:16:15","Drinkers with a Racing Problem","Shawn Cecotti / Tyler Steinman","/","Competitive Open",30
"96",96,"2:16:19","Burning Bunions","Russell Patterson / Kevin Kane","/","Recreational Open",17
"97",97,"2:16:30","Stallone in the Night","Miguel Herrera / Sean Braaten","/","Whatcom County Open",7
"98",98,"2:16:38","12 year old moustache","Ian Ferguson / Josh Turrell","/","Recreational Open",18
"99",99,"2:16:50","Seemed Like a Good Idea at the Time....","Sandy [George] Lawrence / Michael Mallory","/","Masters",7
"100",100,"2:16:58","Bank of the Pacific #2","Glen Marsh / Joel Willis","/","Competitive Open",31
"101",101,"2:17:06","Mass Wasting","Taylor Schwartz / Lowell Neal","/","Recreational Open",19
"102",102,"2:17:20","MorningWood","Kevin Clark / Ben Roberts","/","Whatcom County Open",8
"103",103,"2:17:23","Hollander Investments","Scott Colehour / Matt Lovelady","/","Whatcom County Open",9
"104",104,"2:17:54","Flying Powder Monkeys","Debbie Jordan / John Jordan","/","Competitive Open",32
"105",105,"2:17:57","Team Harts Pass","Matty Coleman / Remington Rohrer","/","Recreational Open",20
"106",106,"2:18:20","Kevin LaFleur Memorial Team","Derrick De Vries / Brandon Adams","/","Competitive Open",33
"107",106,"2:18:20","Revenge of the Earth Nerds","Kris Knight / Kevin Morse","/","Recreational Mixed",5
"108",108,"2:18:22","Damn You For Asking Me","Larry Bateman / Mike Sowers","/","Competitive Open",34
"109",109,"2:18:45","Bellingham Ace Hardware","Steve Zwaller / Nathan Pearson","/","Competitive Open",35
"110",110,"2:19:07","Raise Hell Clean Up","Marvin Johnston / Jason Johnston","/","Family",2
"111",111,"2:19:19","Diego's Fresh Express","Erik Poulin / Lucas Ward","/","High School",3
"112",112,"2:19:20","Half Fast","Daryl McDonald / Bubba Smith","/","Recreational Open",21
"113",113,"2:20:02","Super Adventure Club","Evan Kalstad / Erik Kalstad","/","Competitive Open",36
"114",114,"2:20:03","No Teacher Left Behind!","Ross Chaney / Alex Martinez","/","Whatcom County Open",10
"115",115,"2:20:15","The Fronsmen","Justin Tran / Peter Vigh","/","Competitive Open",37
"116",116,"2:20:19","Kicked in the Nooksack","Jon Allen / Stacy Herron","/","Whatcom County Open",11
"117",117,"2:20:27","Sound Source","Dave Hansen / Frank Repanich","/","Recreational Open",22
"118",118,"2:20:37","Don't Panic Dads!","John Geer / Rick Bogar","/","Recreational Open",23
"119",119,"2:20:39","Wood Stone Ash Kickers","Brett Van Leeuwen / Jamie Olson","/","Corporate",10
"120",120,"2:20:41","Moore Sharp Newcomers","val heckrodt / Barbara Heckrodt","/","Family",3
"121",121,"2:20:43","This Won't Hurt a Bit","Dom Femiano / Will Bronec","/","Recreational Open",24
"122",122,"2:20:54","McKay's Taphouse","Josh Marshall / David Joyner","/","Recreational Mixed",6
"123",123,"2:21:13","2 Good Guys and the Rest","Jeff Steensland / Judson Swets","/","Competitive Open",38
"124",124,"2:21:14","InHealth","Dan Cantrell / Bob McBeath","/","Veterans",8
"125",125,"2:21:21","The Red Jaguars","Kevin Springer / Stephen Phillips","/","Recreational Open",25
"126",126,"2:21:23","Bullpasture","Jeremy Hanson / John Hunter","/","Family",4
"127",127,"2:21:35","Ernest and the Shackletons","Sarah Fisher / Ben Kane","/","Recreational Open",26
"128",128,"2:21:37","Shell Thunder","Geno Stemme / Jennifer Kirby","/","Corporate",11
"129",129,"2:21:40","Mooseknuckle","Michael Greiner / Courtney Greiner","/","Recreational Open",27
"130",130,"2:21:58","Desolation Angels","Saul Weisberg / Chris Moench","/","Competitive Open",39
"131",131,"2:22:07","Team Jogo Crossfit","Misty Nikula / Mike Etnier","/","Whatcom County Mixed",3
"132",132,"2:22:11","Marky Mark and 7 Older Guys","Chris Archer / Alex Engel","/","High School",4
"133",132,"2:22:11","Cargill","James Dahl / Bill Janes","/","Recreational Open",28
"134",134,"2:22:16","Bike Spot","Jeff Clement / Eric Dagg","/","Recreational Open",29
"135",135,"2:22:27","Tumwater Shadies","Adam Stocks / Mary Rabourn","/","Recreational Mixed",7
"136",136,"2:22:34","OOO-UM-GOW-AH","Dennis Lunny / Kris Georgen","/","Competitive Open",40
"137",137,"2:22:54","Hoka Hey","Kyle Grafstrom / Dan Grafstrom","/","Competitive Open",41
"138",138,"2:22:55","To Be Determined","Richard Hoke / Mel Elpusan","/","Veterans",9
"139",139,"2:22:56","Eat Tacos","Lawrence Johnson / Loren Sweitzer","/","Recreational Open",30
"140",140,"2:22:58","Whatcom Physical Therapy and Fitness","Alan Finston / Greg Manning","/","Recreational Open",31
"141",141,"2:22:59","Marylu","Zach Seilo / Hilary Andrus","/","Recreational Open",32
"142",142,"2:23:04","Average Jeos","Ronnie Drever / Michael Palmer","/","Recreational Mixed",8
"143",143,"2:23:07","Family Circus","Ianthe Andress / Tim Andress","/","Family",5
"144",144,"2:23:11","Creative Mom Toys","Eugene Saburi / Yevgeny Mikhaylov","/","Competitive Open",42
"145",145,"2:23:22","CANOODLERS","Amelia Bethke / Matt Spevak","/","Recreational Mixed",9
"146",146,"2:23:27","MSSB ""Invested to Win""","Mike Bartlett / Jim Gruett","/","Recreational Open",33
"147",147,"2:23:37","The Orphans","Wendy Choat / Nancy Clark","/","Recreational Women",2
"148",148,"2:23:40","Fighting Middle Age","Joshua Latterell / Kelly McCaffrey","/","Recreational Open",34
"149",149,"2:23:55","Higher Plane Cabinets","Bobby Jones / Kris Hunt","/","Competitive Open",43
"150",150,"2:23:57","16 Penny Sinkers","John Davis / Andrew Marchetti","/","Recreational Open",35
"151",151,"2:24:10","Covert Ops","Keenan Kilcher / Bill Fischer","/","Recreational Open",36
"152",152,"2:24:11","Peak 7 - Glorious Adventure","Joel Werdell / Vince Cotroneo","/","Recreational Open",37
"153",153,"2:24:12","Secret Armada","Darin MacGillivray / Jim Karcher","/","Recreational Open",38
"154",154,"2:24:16","Moss Adams","John McDonald / Chad DeHaan","/","Corporate",12
"155",155,"2:24:20","BLEVE","Cevin Gourley / Charlie Drury","/","Recreational Open",39
"156",156,"2:24:21","Pioneer Post Frame, Inc.","Daniel Benner / Joel Heil","/","Whatcom County Open",12
"157",157,"2:24:23","Fairhaven Fitness Ferocious Females","Ginny Spooner / Robin Robertson","/","Whatcom County Women",4
"158",158,"2:24:24","Wind delay","Brett Sivret / Deanna Sivret","/","Recreational Mixed",10
"159",159,"2:24:34","Semiahmoo Sunrunners 2","Doug Brewer / Stuart McNabb","/","Recreational Mixed",11
"160",160,"2:24:43","10 Lbs Heavier - Varsity","Mike Walsh / Jason Bakke / Parry Rekers / Colton Rekers","/  /  /","Recreational Open",40
"161",161,"2:24:45","Team Eclectica","David Puckering / Les Oliver","/","Recreational Open",41
"162",162,"2:25:02","Team Glory","Rolf Haugen / Kyle Haugen","/","Whatcom County Open",13
"163",163,"2:25:18","I Don't Care","Barb Couvrette / Chuck Couvrette","/","Recreational Open",42
"164",164,"2:25:23","Dark Side","Peter Young / Nat Woodsmith","/","Competitive Open",44
"165",165,"2:25:37","Terminators","Carl Skerlong / Timothy Kononen","/","Recreational Open",43
"166",166,"2:25:40","Painted Toenails","Mark Thomas / Laurie Anna Kaplan","/","Recreational Mixed",12
"167",167,"2:25:47","Janicki Open","Justin Bilodeau / Rebecca Fakkema","/","Competitive Open",45
"168",168,"2:25:49","Evergreen List","Nathan Lindquist / Mark Pederson","/","Whatcom County Open",14
"169",169,"2:25:56","Man, Are We Gettin' Old","Terri Plake / Gary Smith","/","Competitive Open",46
"170",170,"2:26:11","Quattro","Pam Sankey / Eric Sankey","/","Recreational Mixed",13
"171",171,"2:26:23","Whatcom Express","Brian Keeley / Michael Singletary","/","Recreational Mixed",14
"172",172,"2:26:24","rawkawn","David Duryee / Mike Duryee","/","Recreational Open",44
"173",173,"2:26:27","Lucid Consulting","Kirc Hale / Ray Dailey","/","Competitive Open",47
"174",174,"2:26:31","Shambled Crew","Joshua Hamilton / Gwen Hryciw","/","Competitive Open",48
"175",175,"2:26:36","Glass Jaw in a Fist Fight","David Simeur / Jack Machinski","/","Whatcom County Open",15
"176",176,"2:26:41","Whatcom Seven Firefighters","Josh Martin / Justin Iverson","/","Corporate",13
"177",177,"2:27:04","Fairhaven Runners","Damian Foran / Aaron Barber","/","Recreational Open",45
"178",178,"2:27:11","AM-BITCH-OUS","Robin Koolen / Kim Reeves","/","Recreational Women",3
"179",179,"2:27:12","SSC You Call We Haul","David Oreiro / Tyson Oreiro","/","Competitive Mixed",5
"180",180,"2:27:13","Flotsam","Tristan Smith / Lincoln Smith","/","Recreational Open",46
"181",181,"2:27:17","Unknown","Nathan Dunford / Kyle Lukacovic","/","High School",5
"182",182,"2:27:21","Peak 7 - Beat Team Spokane","Wayland Cossey / Ryanna Steele","/","Recreational Open",47
"183",183,"2:27:29","Full Nelson","lauren bauman / Blair Nelson","/","Family",6
"184",184,"2:27:33","Lost cat","Bart Griffith / keith olsen","/","Recreational Mixed",15
"185",185,"2:27:35","Katie's Cupcakes","Niki Bowerman / Heather Hirsch","/","Recreational Women",4
"186",186,"2:27:55","West Mortgage LLC - Troubled Assets","Bill Haynes / Burt Perry","/","Recreational Open",48
"187",186,"2:27:55","Itek Energy","Dylan Boatman / Taylor Birkeland","/","Corporate",14
"188",188,"2:28:02","E-Gads, It's Ershigs","Joel Jorgensen / Kevin Smeall","/","Corporate",15
"189",189,"2:28:06","Race Ninjas","Colin Wahl / Justin Hammond","/","Recreational Mixed",16
"190",190,"2:28:10","Sleepy Cheetahs","Gail Lumsden / Zephyr Wood","/","Competitive Mixed",6
"191",191,"2:28:20","NWWA FOOLS","Matt Bowden / Ryan Hillmon","/","Recreational Open",49
"192",192,"2:28:27","In The Doghouse","Erica Kline / Ann Cline","/","Whatcom County Open",16
"193",192,"2:28:27","A to Z Composites","Tanner Antila / Chol Lee","/","Competitive Open",49
"194",194,"2:28:45","Wicked Pickett","Brad Pickett / Josh Pickett","/","Family",7
"195",195,"2:28:51","Team Johnny 1","Mike Baker / Fraser Baker","/","Family",8
"196",196,"2:28:55","Tartan Spartans","Scott Dirks / Kristina Dirks","/","Recreational Mixed",17
"197",197,"2:29:04","Race by Grace Immanuel Lutheran Church","Valerie Henderson / Larry Campbell","/","Recreational Open",50
"198",198,"2:29:06","Crowd of Cynics","Steve Harrison / Al Vetrovs","/","Recreational Open",51
"199",199,"2:29:07","MRSAnary (Mostly) Men","Ethan Teed / Matthew Strome","/","Whatcom County Open",17
"200",200,"2:29:17","Heath Tecna 1","Ryan Kimball / Garth Towne","/","Corporate",16
"201",201,"2:29:26","Team OMG!","Kit Vonnegut / Wayne Vogel","/","Recreational Open",52
"202",202,"2:29:29","Car Free & Care Free","Andy Wiser / Gabe Headley","/","Whatcom County Open",18
"203",203,"2:29:32","Team Wave","Calder Jacobs / Sam McMillen","/","Recreational Open",53
"204",204,"2:29:34","Oceans North","Emily Highleyman / Scott Highleyman","/","Recreational Open",54
"205",205,"2:29:52","It Pretty Much Runs Itself","Arash Oliaei / Kevin Sahara","/","Recreational Open",55
"206",206,"2:30:00","Minnows of the Slow Lane","Richard Cantin / Denise Dibb Thompson","/","Recreational Mixed",18
"207",207,"2:30:01","Good Time Gang 1","Rebecca Hills / Kristofer Reed","/","Recreational Mixed",19
"208",208,"2:30:15","Old And In The Way","Chris Wilton / Karen Anderson / Kirk McGowan / Dan Hooker","/  /  /","Veterans",10
"209",209,"2:30:20","Bio Bug","Chris King / Daniel Potter","/","Recreational Open",56
"210",210,"2:30:26","Ski to CSA","Chris Elder / Eden Lopez","/","Recreational Open",57
"211",211,"2:30:41","Canuckleheads","Ian Gilchrist / Ian Braby","/","Recreational Open",58
"212",212,"2:30:42","Put A Bird On It","Alexandre Baudouin / Tandra Schmid","/","Recreational Mixed",20
"213",213,"2:30:43","Slower and Wiser","David Rostykus / Barbara Lipscomb","/","Veterans",11
"214",214,"2:30:49","Return of the Mountain Beavers","Matt Boyd / Christina Boyd","/","Whatcom County Open",19
"215",215,"2:30:50","Harlow's Bus Sales","Tom Borst / Kristofer Gilje","/","Recreational Open",59
"216",216,"2:30:58","Winers and Whiners","Ken Bellefeuille / Dave McCarty","/","Recreational Open",60
"217",217,"2:31:22","MRSAnary Women","Marisa Bamesberger / Katie Rollinger","/","Recreational Women",5
"218",218,"2:31:33","The ""REAL"" Anytime Fitness","mike Hoefer / lance lootens","/","Recreational Mixed",21
"219",219,"2:31:34","Team Diamond B","Ron Shoemaker / Tucker Wilson","/","Recreational Open",61
"220",220,"2:31:35","LezzzGO","Brent Hartwig / Matthew Hartwig","/","Recreational Open",62
"221",221,"2:31:39","Surfrider","Thomas Peal / Lucas Nardella","/","Recreational Mixed",22
"222",222,"2:31:41","Mongrels","Josh Mouser / Jesse Grantham","/","Competitive Open",50
"223",223,"2:31:46","Old And In The Way","Chris Wilton / Karen Anderson / Kirk McGowan / Dan Hooker","/  /  /","Veterans",12
"224",224,"2:31:49","Ahhh just go faster!","Corey Button / Garrett Turner","/","Recreational Mixed",23
"225",225,"2:31:53","HAMSTERDAM","Andrew Hafzalla / Brett Callaghan","/","Recreational Open",63
"226",226,"2:31:57","BigBig Bettys","Bob Warinner / Sam Grote","/","Competitive Open",51
"227",226,"2:31:57","Ain't Going Back To Rehab?.........Well we say go, go, go!","John Tolsma / Radu Ivan","/","Whatcom County Mixed",4
"228",228,"2:31:58","WHS Wily Wolves","Chuck Schelle / David Berger","/","Whatcom County Open",20
"229",229,"2:32:21","Gang Green","Sean Crawford / Jet Mills","/","Corporate",17
"230",230,"2:32:30","Wanderlust - Coed","Paul Budinich / Skylar Nobbs","/","Recreational Open",64
"231",231,"2:32:36","BHam's Bodacious BeerBellies","Tim Schene / Kevin Parine","/","Competitive Open",52
"232",232,"2:32:38","THE MOO CREW","Rebecca McElvain / Sean Wilson","/","Corporate",18
"233",233,"2:32:49","Mills Electric Shockers","JACOB FERRY / Andrew Ferry","/","Recreational Mixed",24
"234",234,"2:32:50","Mt Baker Optometric Society","Joseph Bee / Dr. Brett Bence","/","Recreational Open",65
"235",235,"2:32:54","Cloud Mountain Farm Center","Anna Martin / Geoffe Martin","/","Whatcom County Open",21
"236",236,"2:32:55","Neiner Neiner Women","sarah gustafson / Cortney Mills","/","Competitive Women",5
"237",237,"2:32:56","Rowers- Retired and Expired","Amelia Whitcomb / Julia Munger","/","Recreational Women",6
"238",238,"2:33:01","Sweaty In All The Wrong Places","Chris Comeau / Blanche Bybee","/","Recreational Mixed",25
"239",239,"2:33:02","Jiminy Crockett Rides Again","Darren Anderson / Mitch Anderson","/","Recreational Open",66
"240",240,"2:33:15","Katie's Beefcakes","Dave Hirsch / Brian Rusk","/","Recreational Open",67
"241",241,"2:33:30","Angle of Repose","John McLaughlin / Kirsten Miller","/","Whatcom County Open",22
"242",242,"2:33:33","Goose Lightning","Guy Capobianco / Cassy Robinson-Cohen","/","Recreational Open",68
"243",243,"2:33:41","Ski to Seamen","Ian Cairns / Michelle Cairns","/","Recreational Open",69
"244",244,"2:33:45","San Juan Cruises","Ken Schneider / Chelan Schneider","/","Recreational Open",70
"245",245,"2:33:54","The Channel 4 News Team","Justin Dahl / Connor Reinecke","/","Recreational Mixed",26
"246",246,"2:33:55","Ringo Death Starrs","Kathi Rogers / Andrew Miller","/","Recreational Mixed",27
"247",247,"2:33:56","Proc Survive;","Marillyn Tefft / Katherine Stewart","/","Recreational Mixed",28
"248",248,"2:34:07","There's got to be a better way! (tm)","John Monahan / Gabe Ng","/","Recreational Open",71
"249",249,"2:34:08","Bearcat Leg Power","Byron Spence / Reid Johnsen","/","Recreational Open",72
"250",250,"2:34:14","Extremely Rad Chicks","Heather Shepherd / Bianca Gordon","/","Recreational Women",7
"251",251,"2:34:18","Harbor Wholesale Foods","Jon Stensland / Phillip Hunter","/","Recreational Open",73
"252",252,"2:34:20","10 Lbs Heavier - Varsity","Mike Walsh / Jason Bakke / Parry Rekers / Colton Rekers","/  /  /","Recreational Open",74
"253",252,"2:34:20","Northwest Indian College Hooligans","Stephanie Charlie / Berto Galler","/","Recreational Mixed",29
"254",254,"2:34:29","Off Constantly","Travis Janeway / Ian Hazleton","/","Recreational Open",75
"255",255,"2:34:31","Gone to the Dogs!","Don Larsen / Deborah Harstad","/","Recreational Mixed",30
"256",256,"2:34:36","Team Whidbey Coffee","John Burks / Mark Willstatter","/","Recreational Open",76
"257",257,"2:35:03","MasterBakers","Adam Freeburg / Ryan Wopschall","/","Recreational Open",77
"258",258,"2:35:04","Extreme Fitness","Jason Dahlstrom / Crystal Dahlstrom","/","Whatcom County Open",23
"259",259,"2:35:07","Norris's Disciples","Joe Mathias / Ty Paine","/","Recreational Open",78
"260",260,"2:35:13","Skagit Valley College","Charles Luckmann / James Walters","/","Recreational Open",79
"261",261,"2:35:14","Team Sasquatch","Jennifer Horwitz / Matt Woltman","/","Corporate",19
"262",262,"2:35:16","One Crude Bunch","Brendon Hiiliard / Dale Duffield","/","Corporate",20
"263",263,"2:35:17","Silent Butt Deadly","Jesse Bartlett / Josh Jennings","/","Recreational Open",80
"264",264,"2:35:18","Roosevelt Mathletes","Michael Miller / Matthew Mueting-Nelson","/","Corporate",21
"265",265,"2:35:19","After Their Leg","Patrick Finerty / Tim Mulligan","/","Recreational Open",81
"266",266,"2:35:24","Jetsam","Tudor Whiteley / Dawn Trussell","/","Recreational Open",82
"267",267,"2:35:34","The Cookie Monsters","Peter Meerdink / Jayna Otonicar","/","Recreational Open",83
"268",268,"2:35:38","Car Free-- Slugg Army","Dominic Battistella / Kyle Morris","/","Whatcom County Open",24
"269",269,"2:35:43","W.D.F.A.","Nate Feltner / Daniel Stringer","/","Recreational Open",84
"270",270,"2:35:44","Turn and Burn","Kyle McKillop / Zach Lemeiux","/","Whatcom County Open",25
"271",271,"2:35:45","Peoples Bank","Troy Knutzen / Cory Ekrem","/","Recreational Open",85
"272",272,"2:35:51","Team Awesome","Scott Davis-Fisch / Cody Arnold","/","Recreational Open",86
"273",273,"2:35:56","What's Up Doc?","Ryan Vasak / Scott Vasak","/","Whatcom County Mixed",5
"274",274,"2:36:20","Family Business 2","Ian Chapman / Mark Chapman","/","Family",9
"275",275,"2:36:22","The Purple Cobras","Chris White / Marnie White","/","Recreational Open",87
