"","Overall Place","Elapsed Time","Team Name","Team #","Category","Last Finish","Div Place","Team Members"
"24",24,"6:56:44","Kulshan Cycles",139,"Whatcom County Women","Kayak",1,"Veronica Wisniewski, Char Waller, Lise Grace, Lori Whitehead, Kae Moe, Beth Hartsoch, Heather Nelson, Nicola Mann,"
"25",25,"6:56:52","Dr. Hogan's Heroes",61,"Competitive Open","Kayak",13,"Neil Bransfield, Gene Hogan, Taesan Hose, Tim Welch, Sarah Konrad, Sandro Kodama, Greg Gilda, Emmet Hogan,"
"26",25,"6:56:52","Frank and Lola",53,"Competitive Open","Kayak",13,"Jim Bauer, Alison Scott, Matt Butcher, Isaac Burrous, Joshua Korn, Blaine Horner, Shaun Rasmussen, Kyle Salisbury,"
"27",27,"7:01:07","Bellingham Firefighters",534,"Corporate","Kayak",1,"Christian Carson, Brian Flannelly, willy spaulding, Jake Jarvis, Mark Brennan, Brian Jones, Jason Sims, Ryan Gilbert,"
"28",28,"7:03:48","Unorthodocs",38,"Competitive Open","Kayak",15,"Jason Stoane, Joel Hoekema, Matt Oswin, Neal Saxe, Andy Maixner, Daniel Bergman, Michael Gregory, Michael Hammer,"
"29",29,"7:04:06","DIEGO'S",63,"Competitive Open","Kayak",16,"Jof Abshire, Ron Kure, David Carnahan, Matt Kurtis, Shawn Clarke, Joel Pfundt, Jon Berry, Thomas Fryer,"
"30",30,"7:05:17","Nitropaced",124,"Whatcom County Open","Kayak",5,"Keith Vandergriend, Fred Wiley, Patrick White, Hendrik Kok, Jen Campbell, Lance Vander Giessen, Shaun Sullivan, Rob Campbell,"
"31",31,"7:05:22","Mt. Baker Ski Area Veterans",492,"Veterans","Kayak",4,"Duncan Howat, Gail Howat, Russ Borneman, Steve Duncan, Jeff Davis, Rene Crawshaw, Larry Goolsby, Bruce Rustad,"
"32",32,"7:07:55","TEAM ISLAGIATT",3,"Competitive Open","Kayak",17,"Nathan Morrow, Kurt Fuhrmeister, Greg Heath, Pat Kyles, Eric Bjornsen, Sergei Ivanov, Eric Grossman, Graham Youtsey,"
"33",33,"7:08:29","Cordata Dental",59,"Competitive Open","Kayak",18,"Matt Shepherd, Andy Shepherd, Kyle Lobisser, Cameron Colpitts, Teddy Thorson, Jay Smith, Chris Rosinski, Leif Desler,"
"34",34,"7:13:41","The Monkey Wrench Gang",20,"Competitive Open","Kayak",19,"MIke Meyer, Austin Ruf, John Lackey, Rob Moran, Hugh Klinedinst, Chris Knudsen, Rob McCormack, Chris Wright,"
"35",35,"7:15:46","BAI ENVIRONMENTAL SERVICES",233,"Recreational Open","Kayak",1,"Lisa Swanson, Brook Swanson, Allan Ershig, Roy Williams, Jeff Ten Pas, Greg Terpstra, Timothy Ahern, Roger Burke,"
"36",36,"7:16:10","Nooksackulous",76,"Competitive Open","Kayak",20,"Ben Whiddon, Mark Bezinque, Marc Schwartz, Steve Josefowicz, Ryan Larson, Lucas Thompson, Luke Burritt, Justin Belcher,"
"37",37,"7:19:02","Mt. Baker Ski Area Mixed",168,"Whatcom County Mixed","Kayak",1,"Gwyn Howat, Kim Cantrell, Mike Trowbridge, Lora Olinger, Mike Moren, Greta Bowen, Jim Trowbridge, casey stamm,"
"38",38,"7:19:33","My Ski to Sea Team",493,"Veterans","Kayak",5,"Brad Bennett, Rick Heilmann, John Schick, Terry Sentinella, Matthew Eichenberger, Todd Cowles, Rick Lingbloom, Scott Young,"
"39",39,"7:19:44","Well Hung Jury",273,"Recreational Open","Kayak",2,"Greg Fosty, Mike Baker, Chris Petrick, Dustin Wilder, Chris Burk, Eric Dahlgren, Tim Niemier, John Coleman,"
"40",40,"7:19:47","Made in the Methow-Mazama Store",451,"High School","Kayak",1,"Casey Smith, Matthew Coleman, Marc LeDuc, Nicholas Boersma, Evan Turner, Willie Devin, Max Christman, Cody Cupp,"
"41",41,"7:24:04","High Country Hoodlums",33,"Competitive Open","Kayak",21,"Andrew Berger, Justin Paul, Jennifer Triplett, Emily Rimas, Cameron Charles, Bryan Dorr, Ben Hermel, Fraser Charles,"
"42",42,"7:24:06","Two Cubed To Finish",12,"Competitive Open","Kayak",22,"Liam Price, Edoh Amiran, Gregory Cook, Greg Kubitz, Joshua DeLong, Tommy Race, Arlene Wade, Nicholas Woodward,"
"43",43,"7:24:22","Zero City Athletic Club (ZCAC)",34,"Competitive Open","Kayak",23,"Glen Marsh, Les Seelye, Chad Clarke, David Whitney, Tony Wiederkehr, Lange Solberg, Tjalling Ypma, Aaron Moss,"
"44",44,"7:25:45","RE/MAX Whatcom County",137,"Whatcom County Mixed","Kayak",2,"Ted Scherrer, Ann Thistle, Sean Hackney, Amy Esary, Kristen Holman, Wendy Owen Harvey, Kirk Christensen, Jeff McConaughy,"
"45",45,"7:28:40","Neiner Neiner Weiner",25,"Competitive Open","Kayak",24,"Mark Snyder, Jay Pillatsch, Brady Gustafson, Scott Hannan, chuck zins, david coleman, Sean Lupton-Smith, Mike Fusaro,"
"46",46,"7:29:13","CrossFit X",123,"Whatcom County Mixed","Kayak",3,"Shasonta Delmage, Gabrielle Brockett, Guy Tucker, Susan Deschenes, Dan Froula, Travis HoGlin, Bill Bounds, Courtenay McFadden,"
"47",47,"7:29:57","Bank of America Home Loans",160,"Whatcom County Open","Kayak",6,"Don Buethorn, Anne Buethorn, Tony Lalonde, David Tucker, Robert Knickrehm, Xion Knickrehm, Kyle Dalvit, Chris Stacey,"
"48",48,"7:30:57","SSC You Call, We Haul",66,"Competitive Mixed","Kayak",1,"Scott Lemon, Kim Mackenzie, Marie Kimball, Cheryl Batty, Per Johnsen, Magnus Collander, Traci Cole, David Robinson,"
"49",49,"7:33:03","Kevin LaFleur Memorial Team",29,"Competitive Open","Kayak",25,"Brennan Van Loo, Brandon Adams, Aaron Nydam, Ryan LaFleur, Scott Nydam, Tim Terpstra, Kevin Terpstra, Derrick De Vries,"
"50",50,"7:35:27","Womb-bats",348,"Recreational Open","Kayak",3,"Joshua Latterell, Nathan Woodford, J. Irons, Kristin Jaeger, Doug Collins, Chris Hildebrand, Elana Ecker, Brent Davis,"
"51",51,"7:36:57","Fairhaven Bike & Ski - Whatcom Mixed",153,"Whatcom County Mixed","Kayak",4,"Morgan Brunstrom, Julie Whitacre, Joey Mullan, ERIKA LOMBARDI, Jessica Saucier, Thierry Werderits, Dan Wakeland, Wesley O'Neill,"
"52",52,"7:39:20","Bad Assets",19,"Competitive Mixed","Kayak",2,"Danielle Burnett, Annie Gerstl, Damon Burnett, Michael Molnar, Marie Beaver, Marvin Sargent, Barry Miller, Carlie Spence,"
"53",53,"7:39:59","Drinkers with a Racing Problem",42,"Competitive Open","Kayak",26,"Luke Meyers, Tyler Steinman, Shawn Cecotti, Antony Barasa, Terry Whitman, Mikkel Lamay, Chris Duppenthaler, Louis Dupree,"
"54",54,"7:40:54","Chuck Norris Nunchucked You in the Nooksack",315,"Recreational Open","Kayak",4,"Tim Ballew II, Eddie Williams, Brian Reilly, Josh Ricardi, Sarah Hartsoch, Clay Bird, Ben Maillet, Shawn Hendrickson,"
"55",55,"7:41:30","Kids on [Lactic] Acid",36,"Competitive Open","Kayak",27,"Brent Couvrette, David Couvrette, Stewart Bowerman, Brady Houck, Evan Siroky, Rodrick Megraw, Billy Jessen, Brian Houck,"
"56",56,"7:42:01","Kicked in the Nooksack",135,"Whatcom County Open","Kayak",7,"Jon Allen, Stacy Herron, Alex Brede, Darrell Sofield, Mark Bussell, Dave Bushnell, Lance Romo, Ryan Gaffney,"
"57",57,"7:42:45","Outbound Life.com",350,"Recreational Open","Kayak",5,"Rich Halvorsen, Nathaniel Holden, Nick Carlson, Patrick Holahan, Marah Connole, Adam Roberts, Anne Harmann, Kyle Pieti,"
"58",58,"7:44:50","Sweat and the City",56,"Competitive Open","Kayak",28,"Matt Bautista, Drew Oaksford, Chris Behee, Kyler Reed, Mark Handzlik, Ryan Nelson, Lance Rexroat, Paul Reed,"
"59",59,"7:45:21","Full Spandex",22,"Competitive Open","Kayak",29,"Aaron Johnson, Nate Mudd, Adam Driscoll, Jesse Stump, Patrick Blair, Peter Ramdial, Goat Saylor, Mike Caputi,"
"60",60,"7:45:30","Toplinx One",474,"Masters","Kayak",4,"glenn biernacki, Pat Baker, Paul de Jong, Dan Pike, Seth Fleetwood, Kevin Williamson, Jeff Hegedus, Philip Spanel,"
"61",61,"7:46:56","Brooks Manufacturing Co.",14,"Competitive Open","Kayak",30,"Patrick McBride, Eric Gorton, Rusty Dodge, Scott Gilmore, Jason Polverari, Tyler Campbell, Dave Gorton, Sean Gorton,"
"62",62,"7:47:31","B'Hammocks",146,"Whatcom County Open","Kayak",8,"Doug Nathe, Jesse Herrick, Craig Cooper, Collin Buckley, Jason Reid, Kelly Grayum, Bryan Beatty, Matt Howell,"
"63",63,"7:48:00","The Greatest American Heroes",290,"Recreational Open","Kayak",6,"Rob Rogers, Steve Becker, Stuart Ayling, Shane Brady, robroy maciver, Andy Schmidt, Tom Swetish, Martin Ayling,"
"64",64,"7:48:35","Questionable Motives",28,"Competitive Open","Kayak",31,"Mike Braun, Josh Hamilton, Ryan Brown, Cody Bormuth, Inge Scheve, Mike Seaholm, Keith Carlson, Jonathan Hill,"
"65",65,"7:50:06","Washington State Patrol Iron Bears",529,"Corporate","Kayak",2,"Dan Turner, Chris Webb, Travis Matheson, Elizabeth Bigger, keith Trowbridge, Troy Tomaras, Tim Yzaguirre,"
"66",66,"7:53:15","Ralf's Bavarian Bakery - Car Free",43,"Competitive Mixed","Kayak",3,"Eric Paige, Matt Treat, Alan Arnett, Jennie Pittis, Thomas Caldwell, Sarah Rowan, Megan Kelly, Laural Ringler,"
"67",67,"7:53:23","The Rolling Stoners",15,"Competitive Open","Kayak",32,"Sam Stoner, Brady Lester, Mikael Virta, Hannah O'Neal, Markus Virta, Jon Meyer, Trevor Gearhart, Pasi Virta,"
"68",68,"7:53:41","Peanuts Gang",8,"Competitive Open","Kayak",33,"Manuel Pacheco, Fred Hodge, Wayne Dibble, Erik Morris, Dominic Tracy, Corey Vannoy, Charlie Brown, Danny Overman,"
"69",69,"7:55:31","Racing for Living Water International",298,"Recreational Open","Kayak",7,"Derek Stuart, Sam Gould, Simon Garrod, Gregg Cato, Becca Crandall, MJ Crandall, Case de Vries, Aaron Bryant,"
"70",70,"7:57:33","Woodcraft Wood Floors, Inc.",490,"Veterans","Kayak",6,"John Freeto, Jerry Granahan, Marshall Will, Edward Alexander, John Grant, John Erbstoeszer, Roger Lamb, Ron Curry,"
"71",71,"8:00:08","The Wreckers",194,"Recreational Open","Kayak",8,"Kevin Hickey, faron clymer, Adam Kodin, Bill Wadkins, Matt Monson, Rob Miller, Mike Berry, Erik Hokanson,"
"72",72,"8:00:09","Peak7 Team Spokane",189,"Recreational Open","Kayak",9,"Paul Kimball, Sara Kimball, Mark Waters, Daniel Shaw, Courtney Hutchins, Rion Ithomitis, Ryan Kerrigan, Jeff Vandeventer,"
"73",73,"8:00:18","Fanatik hot-Flashes",127,"Whatcom County Women","Kayak",2,"Jen Glyzinski, Kim Barker, Tammy Bennett, Carol Frazey, Liz Herdman, Martha Dearstyne, Kelley Jackson, Kathy Salisbury,"
"74",74,"8:00:20","BHam's  Bodacious BeerBellies",NA,"Recreational Open","Kayak",10,"Tim Schene, Andy Schene, Joseph Wasikowski, Josh Cousins, Angus Leger, Simon Panek, Josh Heard, Kevin Parine,"
"75",75,"8:01:17","Daily Origami",537,"Corporate","Kayak",3,"Steve Zwaller, Leanne Kozicki, Chris Isenberg, Nathan Pearson, Jerry Zyskowski, Doug Asbe, Isaac Osborn, Thomas Pann,"
"76",76,"8:01:54","Aunt Janie's Roadtrip",344,"Recreational Mixed","Kayak",1,"Susan Bennerstrom, David Scherrer, Steve Rankin, Kari Page, Kammie Hilleary, Peter Rankin, Debbie Arthur, Alan Hilleary,"
"77",77,"8:03:06","Bare-On Heating",52,"Competitive Open","Kayak",34,"Bryan Weener, Paul Weener, Aaron Adelstein, Laura Fox, Kyle Nagle, Ben Kaufman, Marc Whitlock, Michael Yaeger,"
"78",78,"8:04:23","Angle of Repose",143,"Whatcom County Open","Kayak",9,"Deb Donovan, Stan Tag, John McLaughlin, Paul Haskins, John Tuxill, Todd Donovan, Kiko Anderson, Peter McBride,"
"79",79,"8:04:41","Habitat for Humanity, Whatcom County",324,"Recreational Open","Kayak",11,"Hans Wolfisberg, Albert Siebring, Chris Ellis, Jesse Stevick, Steve VandenBos, John Steensma, Marlin Hendricks, Matthew Tiscornia,"
"80",80,"8:04:50","Darwin's Bulldogs",31,"Competitive Open","Kayak",35,"Jim Helfield, Andy Bunn, Robert Mitchell, Amites Sarkar, Ingela Abbott, Michael Medler, John Rybczyk, Ralph Riley,"
"81",81,"8:05:27","Whatever",72,"Competitive Open","Kayak",36,"Uriah Brown, Warren Brown-Pounds, Dick Lukic, Ian Everyhope, Galen O'Moore, Scott Sanders, Cameron Berg, Riley Shea White-Brainard,"
"82",82,"8:06:05","Sodden Acceleration",425,"Recreational Open","Kayak",12,"Shayne Mora, Michael Mallory, Ryan Mallory, Leone Susan, David Hansen, AJ Mallory, Greg Welsh, Scout Mora,"
"83",83,"8:06:11","Still Chasing Beaver",170,"Whatcom County Open","Kayak",10,"Brent Richards, Fred Holmes, Casey O'Keefe, Brian Weeda, Mike Shikany, Jim Holstine, Aaron Hakeman, Michael Taylor,"
"84",84,"8:06:22","After Their Leg",26,"Competitive Open","Kayak",37,"Bret Lyon, Erik Peterson, Kevin Finerty, Dan Griner, Sig Kohl, Dave Griner, Mike Jacobson, Sean Lyon,"
"85",85,"8:07:05","High-Five'n White Guys",4,"Competitive Open","Kayak",38,"Ryan Muse, Zach Penrose, Matthew Lee, Derek Stadie, Andrew Lee, Brad Harris, Andrew Rice, Josh Martin,"
"86",86,"8:07:55","The Steelers",40,"Competitive Women","Kayak",2,"Adrienne Scott, Vanessa Haycock, Marijo Martini, cathy McConechy, Janice Clements, Meilani Obra, Abbey Miedema, Jennifer Knight,"
"87",87,"8:10:40","Justice League",440,"Recreational Open","Kayak",13,"Kyle Rogers, Joel Lewis, Jordan Tremper, Michelle Champney, Thomas Purbaugh, Seth Tucker, Josh Hoffman, Michael Mattingly,"
"88",87,"8:10:40","Racers and Chasers",418,"Recreational Open","Kayak",13,"Ken Reid, Rone Brewer, Bob Curtis, Steve Lindsey, Tyler Slostad, Vince Brown, Scott Cannaday, Brad Bjorklund,"
"89",89,"8:11:04","mt.baker ski patrol d team",552,"Corporate","Kayak",4,"Kevin Kaiser, corey bedient, matt mcsweyn, Christopher Loeser, Eben Shay, Cameron Fralick, Barry Patterson, Mike Hawaka,"
"90",90,"8:11:06","Alpha Dogs",540,"Corporate","Kayak",5,"Anthony Munn, Don Thompson, Brandon Witman, Jeff Lechtanski, Ryan Roy, Jonathan Carpenter, Lyle Myers, Greg Laughlin,"
"91",91,"8:11:37","Ram by CrossfitX",257,"Recreational Open","Kayak",15,"James Hayes, Ryan Tesarik, Ben Lovelace, Matthew Prendergast, Jon Tesarik, Josh Erholm, Ian Wallace, Dale Delmage,"
"92",92,"8:11:55","wild hose rides again",473,"Masters","Kayak",5,"Steve Hood, Kelly Stockton, matt elich, Jen gallant, John Wilson, Mark Lee, Brett Whitney, Mark Henderson,"
"93",93,"8:13:15","7 MEN & 1 LADY WITH A CLUE",376,"Recreational Open","Kayak",16,"Rob Laverdure, Nathan McLeod, Kevin Thompson, Simon Driver, Katrina Driver, Carl Huestis, Warren Cupples, Trevor Reid,"
"94",94,"8:14:23","John Robinett Episode 2",444,"Recreational Open","Kayak",17,"David Vanderhoek, Mark Miller, Mark Jines, Alzbeta Vseteckova, greg levitsky, Ethan Erickson, John Robinett, Nathan Prachinau,"
"95",95,"8:14:27","Hammer Time",252,"Recreational Open","Kayak",18,"Jeremy Von Wandruszka, Stan Cox, Paul Vassallo, Marc Vassallo, Carl Berg, Ray Stevens, Geoff Cunard, Eric Bierrmann,"
"96",96,"8:14:28","Mt. Baker Ski Patrol 'C' Team",547,"Corporate","Kayak",6,"Forest Chiavario, Chuck Foster, Dennis Larson, Stu Skelton, Ken Henderson, Justin Mitchell, Randy Korthuis, Marty Smith,"
"97",97,"8:14:32","Everettfirefighters.org",557,"Corporate","Kayak",7,"Tom Deckers, Andy Denzel, Nick Adsero, Peter Knudson, Eric Coston, Mike Bedard, Richard Cade, Richard Smith,"
"98",98,"8:14:55","GRUBS PAIN PARADE",472,"Competitive Open","Kayak",39,"Jim Holien, Darin Wines, Chuck Loos, Darren Postma, Kasey Bell, Drew Bell, Steve Bennett, Tom Petersen,"
"99",99,"8:14:56","Fir Potatoes",332,"Recreational Open","Kayak",19,"Brett Sivret, Deanna Sivret, Blake Keogh, Shannon Fath, Dan Grignon, Randy Evans, Nick Battjes, Chris Lockwood,"
"100",100,"8:16:25","SMA Rocket Launchers",356,"Recreational Open","Kayak",20,"Cevin Gourley, Charlie Drury, Kevin McKean, Luke Steere, Tammy Trippel, Justin Jobes, Art Arpin, Aaron Knapp,"
"101",101,"8:17:25","Heath Tecna",530,"Corporate","Kayak",8,"Wayne Carmichael, Eric Barbo, Ian Baldwin, John Diefel, Dave Anana, Jennifer Briggs, Gerardo Andaluz, Derek Neumann,"
"102",102,"8:17:53","Wicked Pickett",512,"Family","Kayak",1,"Brad Pickett, Tom Pickett, John Pickett, Bre Pickett, Meagan Pickett, Adam Sanchez, Jon Pickett, Ben Pickett,"
"103",103,"8:18:32","Strateka",245,"Recreational Open","Kayak",21,"Sarah Olmstead, Guillaume Mauger, Kevin Oishi, Micah Lang, Daniel Gianotti, Kyle Barbary, Nils Napp, Benjamin Bryant,"
"104",104,"8:18:41","CH2MHILL",542,"Corporate","Kayak",9,"Chuck Nelson, John Stocklass, Michael Francik, Ann Helgeson, Louise Brown, Gordon Bullivant, Ken Marzocco, Tom Gerhart,"
"105",105,"8:18:42","Third Time's the Charm",424,"Recreational Open","Kayak",22,"Aaron Barber, Matt Sheppard, Brent Swezey, Tino Quiroga, Jesse Kase, Bryce Barber, Kyle Maltz, Korey Kase,"
"106",106,"8:18:47","Mediorcre Mountaineering International",155,"Whatcom County Open","Kayak",11,"John Sweeney, Freeman Anthony, Colin Blevins, Jason King, Jeff King, Ben Plehal, Chad Randol, Scott Miers,"
"107",107,"8:19:44","Team Jan Muice",318,"Recreational Open","Kayak",23,"Aaron Stroud, Ted Bratrude, Morgan Simon, Andy Reese, Aric Gaither, Mike Sidwell, Sean Parent, Gabe Headley,"
"108",108,"8:21:04","Exxel Pacific",548,"Corporate","Kayak",10,"Geoff Stodola, Matt Stodola, Craig Hommes, Noral Engholm, Dave ""Glide"" Frankovich, Matt Vander Veen, Sean Stimac, Tim Tabert,"
"109",109,"8:21:16","Gasping for Breath",191,"Whatcom County Open","Kayak",12,"Jim Lasee, Graham Lasee, Barbara Rappaport, Angela Klassen, Brandon Orr, Erik Bernhoft, Jim Buchanan, austin Mchugh,"
"110",110,"8:21:28","Moore Sharp Heckrodts On the Way",511,"Family","Kayak",2,"Val Heckrodt, Barbara Heckrodt, matt sharp, suzette moore, Luke Heckrodt, craig moore, will moore, sally sharp,"
"111",111,"8:21:32","Team Johnny",513,"Family","Kayak",3,"Jamey Aubert, Kara Loeppky, Sally Beard, Nick Beard, Darryl Gustafson, Mitchell Loeppky, Derek Gustafson, Steve Loeppky,"
"112",112,"8:23:09","275",70,"Competitive Open","Kayak",40,"Dan Grafstrom, zak ricards, Trevor Spahr, Monica Malcom, Graham Clark, Sam Carlson, Rylan Schoen, Kyle Grafstrom,"
"113",113,"8:23:39","Young Hot Slabs",383,"Recreational Open","Kayak",24,"Ben Baugh, Steve Shaw, Nigel Davies, Nikki Moore, Jen Wright, Doug Clark, Julia Labadie, Andrew Berg,"
"114",114,"8:23:40","Mt. Baker Ski Area Corporate",556,"Corporate","Kayak",11,"Mike Hamilton, Shaun Neufeld, Terry Takken, Michelle Andreas, Dan Olson, Myrna Moren, marshall seaman, Chris Hardin,"
"115",115,"8:24:19","Floundering Salmon",23,"Competitive Mixed","Kayak",4,"Liz Gorton, Halsey Bell, Liz Marzolf, Cory Sbarbaro, Victor Yagi, Kim Bernier, Mary Jean Strazer, Raphe Bernier,"
"116",116,"8:24:20","Tetris Cops",46,"Competitive Open","Kayak",41,"Peter Vigh, Justin Tran, Ahmed Mohamed-Ali, Jasmine Duffy, Nicholas Roehner, Dustin Richmond, Anton Ypma, Brendan Boyer,"
"117",117,"8:24:22","Chisels of Fury",125,"Whatcom County Open","Kayak",13,"Sam Harper, Donn Jamtaas, Jeff Arvin, Ryan Misiolek, Chad Honsinger, John Miller, Grant McEathron, Jim Hassi,"
"118",118,"8:25:05","OOO-UM-GOW-AH",49,"Competitive Open","Kayak",42,"Dennis Lunny, Kris Georgen, Jocelyn Roger, Ryan Allsop, Gil Lund, Harold Cashman, Jim Olson, Jason Loeb,"
"119",119,"8:25:11","Team BEAR ATTACK",443,"Competitive Open","Kayak",43,"Ben McIsaac, KC Embrey, Noah Shay, Thomas Evenson, Joe Wehmeyer, Andrew Leisner, Jeff Stoner, Dustin Embrey,"
"120",120,"8:25:34","Self Serve",214,"Recreational Open","Kayak",25,"Mike Fredlund, Aldi Kllogjeri, Tore Nelsen, Travis Radich, Chad Gregg, Adam Moller, Ross Bailey, Grant Lee,"
"121",121,"8:25:44","Roosevelt Ilk",16,"Competitive Open","Kayak",44,"Callie Stark, Luke Wigle, Kevin Watson, Jill Zarzeczny, Erika Knight, Justin Zarzeczny, Lindsay Urquhart, John Simeone,"
"122",122,"8:26:00","Bellingham Tennis Club",175,"Recreational Open","Kayak",26,"Bailey Shewchuk, Zachery Battle, Bob Harris, Cheryl Shewchuk, Steve Walker, Betty Curl, Scott Fisher, Robin Robertson,"
"123",123,"8:26:16","2 Good Guys and the Rest",45,"Competitive Open","Kayak",45,"Jeff Steensland, Judson Swets, Jason Morris, Walter Gruenwald, Jason Stuart, Shawn Morton, Troy Husband, Phil Henoch,"
"124",124,"8:26:29","Nomads",65,"Competitive Open","Kayak",46,"Casey Schau, Erin Ericson, Jeffrey Stamerjohn, Jo-Anne Stamerjohn, Jenny Kornelis, Dan Ericson, Steve Jacobson, Brian Hinson,"
"125",125,"8:26:37","Team TMBMSGSS",420,"Recreational Open","Kayak",27,"Shad Malone, grant kauno, Matt Delaney, Bryan Roth, Tim Snyder, Mike Brown, Steve Juzeler, Scott Rockwell,"
"126",126,"8:26:56","Auto Asphyxiation",133,"Whatcom County Mixed","Kayak",5,"Max Morange, Melanie Swanson, Jason Byal, Jacob Stewart, Samuel Clay, Tyree Johnson, Seth June, Hunter Verner,"
